,,,,,,,,,
nummer_instelling,naam instelling,adres,fusiegemeente,postnummer,Gewoon kleuteronderwijs,Gewoon lager onderwijs,Buitengewoon kleuteronderwijs,Buitengewoon lager onderwijs,Totaal
20933,Gemeentelijke Basisschool -   Daltonschool De Lotus,Grensstraat 202  ,Gent,9000,94,126,,,220
20941,Gemeentelijke Lagere School - Bollekensschool,Neermeerskaai 2    ,Gent,9000,,365,,,365
20958,Gemeentelijke Basisschool -   Désiré van Monckhoven,Désiré Van Monckhovenstraat 34   ,Gent,9000,88,141,,,229
20982,Gemeentelijke Basisschool -   Jenaplanschool De Feniks,Acaciastraat 11   ,Gent,9000,176,200,,,376
20991,Vrije Basisschool - Crombeen,Tentoonstellingslaan 4    ,Gent,9000,129,162,,,291
21006,Vrije Basisschool,Ebergiste De Deynestraat 2    ,Gent,9000,149,149,,,298
21031,Vrije Lagere School - KLIM,Sint-Pietersaalststraat 86   ,Gent,9000,,317,,,317
21048,Vrije Kleuterschool - KLIM,Sint-Pietersaalststraat 82   ,Gent,9000,373,,,,373
21055,Gemeentelijke Basisschool -   De Stadspoort,Coupure Rechts 54   ,Gent,9000,105,136,,,241
21063,Gemeentelijke Kleuterschool - Ter Leie,Gordunakaai 58   ,Gent,9000,350,,,,350
21071,Vrije Basisschool,Sint-Salvatorstraat 14_A ,Gent,9000,168,195,,,363
21089,Vrije Basisschool - VLOM,Kartuizerlaan 20   ,Gent,9000,122,174,,,296
21121,Gemeentelijke Basisschool -   Victor Carpentier,Meulesteedsesteenweg 390  ,Gent,9000,142,166,,,308
21147,Gemeentelijke Basisschool -   Francois Laurentinstituut,Onderstraat 10   ,Gent,9000,130,167,,,297
21154,Vrije Basisschool,Apostelhuizen 2    ,Gent,9000,137,322,,,459
21162,Vrije Basisschool - De Mozaïek,Sint-Margrietstraat 33   ,Gent,9000,171,231,,,402
21171,Vrije Basisschool - 't Klimrek,Reinaertstraat 26   ,Gent,9000,163,252,,,415
21196,Vrije Basisschool - De Boomhut,Boomstraat 77   ,Gent,9000,92,148,,,240
21204,Vrije Basisschool - School metde bijbel 'Gaspard de Coligny',Rijsenbergstraat 40   ,Gent,9000,74,111,,,185
21212,Vrije Basisschool - St Paulus,Smidsestraat 76   ,Gent,9000,91,153,,,244
21221,Vrije Basisschool,Meersstraat 131  ,Gent,9000,183,320,,,503
21238,Vrije Basisschool - IVG,Nederkouter 112  ,Gent,9000,87,163,,,250
21246,Vrije Basisschool - Sint-     Barbaracollege,Savaanstraat 118  ,Gent,9000,76,298,,,374
21261,Vrije basisschool - Nieuwen   Bosch,Tweebruggenstraat 34   ,Gent,9000,200,292,,,492
21287,Vrije Basisschool - Mariavreugde,Vinkeslagstraat 2    ,Gent,9032,230,354,,,584
21295,Gemeentelijke Basisschool -   De Regenboog,Sint-Sebastiaanstraat 8    ,Gent,9032,110,162,,,272
21303,Vrije Lagere School - Sloten- dries,Onze Lieve Vrouwdreef 2    ,Gent,9041,,479,,,479
21311,Vrije basisschool - Edugo     Sint - Vincentius,Sint-Rafaëlstraat 14   ,Gent,9041,181,254,,,435
21329,Vrije Kleuterschool -         Edugo Lourdes - Meerhout,Groenstraat 31   ,Gent,9041,289,,,,289
21337,Gemeentelijke Basisschool -   De Panda,August Vermeylenstraat 2    ,Gent,9000,124,113,,,237
21352,Gemeentelijke Basisschool,Oosteindestraat 69   ,Evergem,9940,71,64,,,135
21361,Vrije Basisschool,Schepenhuisstraat 10   ,Evergem,9940,110,228,,,338
21378,Vrije Basisschool,Doornzele Dries 55   ,Evergem,9940,90,107,,,197
21386,Gemeentelijke Basisschool,Emiel Caluslaan 9    ,Zelzate,9060,198,191,,,389
21411,Vrije Basisschool,Assenedesteenweg 115  ,Zelzate,9060,96,130,,,226
21451,Vrije Basisschool - St Barbara,Riemewegel 39_G ,Evergem,9940,51,80,,,131
21469,Vrije Basisschool-De kleine   prins,Kloosterstraat 18   ,Evergem,9940,86,104,,,190
21477,Vrije Basisschool,Overslag 1    ,Wachtebeke,9185,58,92,,,150
21485,Vrije Kleuterschool - Sint-   Laurens,Dorp 43_A ,Wachtebeke,9185,177,,,,177
21493,Vrije Basisschool,Langelede 146  ,Wachtebeke,9185,52,150,,,202
21501,Vrije Lagere School,Dr.Jules Persynplein 5    ,Wachtebeke,9185,,277,,,277
21527,Vrije Basisschool - De Spran- kel,Kloosterstraat 33   ,Lochristi,9080,128,124,,,252
21535,Vrije Basisschool - De        Weg-Wijzer,Zaffelare-Dorp 2    ,Lochristi,9080,141,268,,,409
21543,Vrije Basisschool - de Palster,Crevestraat 27   ,Moerbeke,9180,70,99,,,169
21551,Gemeentelijke Basisschool - DeVlinderdreef,Drongendreef 1    ,Moerbeke,9180,148,193,,,341
21584,Vrije Basisschool - ToermalijnGroen,Kerkstraat 63   ,Stekene,9190,89,165,,,254
21592,Vrije Basisschool - ToermalijnGeel,Kerkstraat 12   ,Stekene,9190,197,281,,,478
21601,Vrije Basisschool - 3 beuken,Pastoor van Lierdestraat 2    ,Stekene,9190,86,118,,,204
21618,Vrije Basisschool-7-sprong,Nationalestraat 50   ,Stekene,9190,84,133,,,217
21626,Vrije Basisschool - Tuimelaar,Pannenhuisstraat 7    ,Stekene,9190,77,92,,,169
21634,Vrije Basisschool,Koewacht 110  ,Stekene,9190,121,167,,,288
21642,Vrije Basisschool,Eksaarde-dorp 119  ,Lokeren,9160,89,89,,,178
21667,Vrije Kleuterschool,Dwarsstraat 1_A  ,Lokeren,9160,206,,,,206
21675,Vrije Basisschool,Slagveldstraat 48   ,Lokeren,9160,182,272,,,454
21683,Vrije Basisschool,Heiendestraat 2    ,Lokeren,9160,93,151,,,244
21691,Vrije Basisschool,Fernand Hanusdreef 39   ,Lokeren,9160,68,106,,,174
21709,Vrije Basisschool,Zelebaan 9    ,Lokeren,9160,75,95,,,170
21717,Vrije Basisschool,Veerstraat 10   ,Lokeren,9160,131,189,,,320
21725,Vrije Lagere School,H.-Hartlaan 1_B  ,Lokeren,9160,,328,,,328
21758,Vrije Basisschool,Doorslaardorp 72   ,Lokeren,9160,88,155,,,243
21766,Vrije Basisschool - Sint-Jans college Visitatie,Joseph Gérardstraat 16   ,Gent,9040,209,278,,,487
21774,Gemeentelijke Basisschool -   De Toverberg,Schoolstraat 27   ,Gent,9040,128,161,,,289
21782,Vrije Basisschool - Sint-Jans college Heiveld,Heiveldstraat 127_a,Gent,9040,174,218,,,392
21791,Vrije Basisschool - Sint-Jans-college - Oude Bareel,Antwerpsesteenweg 988  ,Gent,9040,186,308,,,494
21841,Gemeentelijke Basisschool,Dendermondesteenweg 462  ,Destelbergen,9070,80,107,,,187
21857,Vrije Basisschool,Kerkham 1    ,Destelbergen,9070,192,237,,,429
21865,Vrije Basisschool,Bredenakkerstraat 31   ,Destelbergen,9070,163,191,,,354
21873,Gemeentelijke Basisschool,Schoolstraat 18   ,Lochristi,9080,289,462,,,751
21881,Vrije Basisschool - St.Jozef,Bosdreef 2_A  ,Lochristi,9080,237,423,,,660
21899,Vrije Basisschool - Sint-     Elooischool,Sint-Elooistraat 58   ,Lochristi,9080,87,168,,,255
21907,Vrije Basisschool Heikant,Bosstraat 179  ,Zele,9240,127,163,,,290
21931,Vrije Basisschool,Rotstraat 4    ,Zele,9240,164,338,,,502
21972,Vrije Kleuterschool,Julie Billiartplein 2    ,Zele,9240,193,,,,193
21981,Gemeentelijke Basisschool,Bookmolenstraat 2    ,Zele,9240,163,323,,,486
21998,Vrije Basisschool,Rootjensweg 78   ,Dendermonde,9200,100,204,,,304
22004,Gemeentelijke Basisschool,Rootjensweg 76   ,Dendermonde,9200,139,166,,,305
22012,Vrije Basisschool,Dokter H.Hyleboslaan 1    ,Hamme,9220,142,244,,,386
22021,Vrije Basisschool St.-Anna,Sint-Annastraat 167  ,Hamme,9220,118,67,,,185
22038,Vrije Basisschool,Slangstraat 12   ,Hamme,9220,88,227,,,315
22046,Vrije Basisschool,Zogge 18   ,Hamme,9220,92,130,,,222
22061,Gemeentelijke Kleuterschool - Ondersteboven,Kaaiplein 29   ,Hamme,9220,50,,,,50
22079,Vrije Basisschool,Dorpstraat 107  ,Temse,9140,87,113,,,200
22087,Vrije Basisschool             - de 5-sprong,Killestraat 43   ,Hamme,9220,130,195,,,325
22095,Gemeentelijke Basisschool -   De Dobbelsteen,Vredestraat 1    ,Hamme,9220,77,97,,,174
22103,Vrije Basisschool,Kerkstraat 10   ,Waasmunster,9250,301,289,,,590
22137,Vrije Basisschool - Sint - Lutgart,Kerkstraat 13   ,Sint-Niklaas,9111,151,217,,,368
22145,"Vrije Basisschool - De Rits-  heuvel ""Berkenboom""",Kemzekestraat 20   ,Sint-Niklaas,9111,107,189,,,296
22152,Vrije Basisschool,Vleeshouwersstraat 2    ,Sint-Niklaas,9112,265,65,,,330
22161,Vrije Lagere School,Edgard Tinelstraat 29   ,Sint-Niklaas,9112,,285,,,285
22186,Gemeentelijke Kleuterschool-  't Kleuterboompje,Boomkwekerijstraat 26   ,Wetteren,9230,87,,,,87
22194,Vrije Basisschool,Florimond Leirensstraat 31   ,Wetteren,9230,163,277,,,440
22236,Vrije Lagere School,Edeschoolstraat 4    ,Wetteren,9230,,110,,,110
22244,Vrije Basisschool- Scheppers,Cooppallaan 128  ,Wetteren,9230,78,127,,,205
22251,Vrije Kleuterschool,Ten Ede Dorp 14   ,Wetteren,9230,63,,,,63
22285,Vrije Basisschool,Stationsstraat 2    ,Wichelen,9260,70,116,,,186
22293,Vrije Kleuterschool,Dorpstraat 53   ,Wichelen,9260,125,,,,125
22301,Gemeentelijke Basisschool,Schoolstraat 4    ,Wichelen,9260,72,528,,,600
22319,Gemeentelijke Basisschool,Zandakkerlaan 14   ,Destelbergen,9070,195,279,,,474
22327,Vrije Basisschool De Parel,Steenvoordestraat 13   ,Destelbergen,9070,174,273,,,447
22335,Gemeentelijke Basisschool - DeKleurdoos,Onderwijsstraat 10   ,Gent,9050,98,124,,,222
22351,Vrije Basisschool - Onze LieveVrouwcollege,Langestraat 70   ,Gent,9050,233,310,,,543
22368,Vrije Basisschool - Sancta    Maria,Gentbruggekouter 8    ,Gent,9050,106,184,,,290
22384,Vrije Basisschool,Alfons Biebuycklaan 24   ,Gent,9050,160,207,,,367
22392,Gemeentelijke Basisschool -   Henri D'Haese,Tweekapellenstraat 38   ,Gent,9050,186,210,,,396
22401,Gemeentelijke Basisschool - DeSportschool,Jules de Saint-Genoisstraat 93   ,Gent,9050,88,129,,,217
22418,Vrije Basisschool - Paus      Johannescollege,Hundelgemsesteenweg 239  ,Merelbeke,9820,135,217,,,352
22426,Vrije Basisschool - Sint      Michielsschool,Bergstraat 34   ,Merelbeke,9820,197,294,,,491
22434,Vrije Basisschool,Sint-Elooistraat 79   ,Merelbeke,9820,112,188,,,300
22442,Gemeentelijke Basisschool     Gilko Merelbeke,Kloosterstraat 19   ,Merelbeke,9820,204,265,,,469
22459,Vrije Basisschool,Wezenstraat 8    ,Melle,9090,204,250,,,454
22475,Vrije Basisschool,Tuinstraat 103  ,Melle,9090,148,249,,,397
22483,Vrije Gemengde Lagere School,Brusselsesteenweg 459  ,Melle,9090,,189,,,189
22491,Gemeentelijke Basisschool,Brusselsesteenweg 397  ,Melle,9090,100,152,,,252
22509,Vrije Basisschool - O.-L.-V.- Visitatie,Rid. A. Stas de Richellelaan 19   ,Merelbeke,9820,101,168,,,269
22517,Vrije Basisschool,Gaversesteenweg 853  ,Merelbeke,9820,107,150,,,257
22525,Vrije Basisschool,Dorp 50   ,Oosterzele,9860,109,122,,,231
22533,Gemeentelijke Basisschool,Geraardsbergse steenweg 69   ,Oosterzele,9860,150,255,,,405
22541,Vrije Basisschool,Pelgrim 48   ,Oosterzele,9860,103,170,,,273
22558,Vrije Basisschool,Kloosterstraat 27   ,Oosterzele,9860,60,86,,,146
22566,Vrije Basisschool,Smetlededorp 21   ,Lede,9340,99,111,,,210
22574,Gemeentelijke Basisschool-    De Zonnevlier,Uilebroek 29   ,Sint-Lievens-Houtem,9520,80,107,,,187
22582,Vrije Basisschool - Sint-     Jozef,Oordegemstraat 38   ,Sint-Lievens-Houtem,9520,84,124,,,208
22608,Gemeentelijke Basisschool -   De Windwijzer,Schoolstraat 8    ,Laarne,9270,75,163,,,238
22616,Vrije Basisschool - Sint-     Macharius,Wegvoeringstraat 1    ,Laarne,9270,167,253,,,420
22632,Vrije Basisschool - St-Jozef,Schoolstraat 1    ,Berlare,9290,142,243,,,385
22657,Vrije Basisschool - Sint      Denijs,Kouterstraat 14   ,Laarne,9270,160,165,,,325
22673,Vrije Basisschool,Nieuwstraat 8    ,Berlare,9290,179,266,,,445
22699,Vrije Basisschool,Seugensveld 28   ,Wichelen,9260,137,45,,,182
22715,Vrije Kleuterschool,Sint Jozefstraat 5    ,Aalst,9300,366,,,,366
22723,Vrije Basisschool,Kloosterstraat 32   ,Aalst,9310,127,211,,,338
22764,Vrije Lagere School - Sint    Jozefscollege,Pontstraat 18   ,Aalst,9300,,238,,,238
22772,Vrije Lagere School - Sint    Jozefscollege,Capucienenlaan 95   ,Aalst,9300,,394,,,394
22781,Vrije Basisschool - Sint      Jozefscollege,Geraardsbergsestraat 90   ,Aalst,9300,187,107,,,294
22798,Vrije Basisschool - Sint      Maarteninstituut,Moorselbaan 128  ,Aalst,9300,141,199,,,340
22806,Vrije Lagere School,Esplanadeplein 6    ,Aalst,9300,,308,,,308
22822,Stedelijke Basisschool -      Notelaar,Vrijheidstraat 65   ,Aalst,9300,122,113,,,235
22831,Stedelijke Basisschool -      De Duizendpootjes,Binnenstraat 157  ,Aalst,9300,171,189,,,360
22863,Stedelijke Basisschool -      Klaproosje,Oude Gentbaan 34   ,Aalst,9300,162,26,,,188
22871,Vrije Basisschool - Sint      Vincentius,Gravin de Robianostraat 4    ,Aalst,9308,122,232,,,354
22889,Vrije Basisschool - De Vlieger,Hofstade-Dorp 44   ,Aalst,9308,104,132,,,236
22897,Stedelijke Basisschool,Zijpstraat 49   ,Aalst,9308,137,177,,,314
22921,Vrije Kleuterschool -         Stella Matutina,Kluisberg 1    ,Lede,9340,369,,,,369
22947,Gemeentelijke Basisschool -   Schoonaarde-Oudegem,Klinkaertstraat 28   ,Dendermonde,9200,134,169,,,303
22954,Vrije Basisschool - Sint-Vin- centius,Sas 38   ,Dendermonde,9200,265,225,,,490
22962,Vrije Basisschool,Hoofdstraat 18   ,Dendermonde,9200,190,254,,,444
22988,Vrije Basisschool,Otterstraat 179  ,Dendermonde,9200,218,277,,,495
22996,Vrije Lagere School,Kerkstraat 60   ,Dendermonde,9200,,268,,,268
23002,Gemeentelijke Basisschool     De Schakel,Molenberg 9    ,Dendermonde,9200,48,79,,,127
23011,Vrije Basisschool,Rosstraat 7    ,Dendermonde,9200,158,213,,,371
23028,Vrije Basisschool,Schoolstraat 20   ,Buggenhout,9255,160,252,,,412
23036,Vrije Basisschool,Broekstraat 29   ,Buggenhout,9255,106,155,,,261
23044,Vrije Kleuterschool,Vekenstraat 2    ,Buggenhout,9255,120,,,,120
23051,Gemeentelijke Basisschool,Collegestraat 1    ,Buggenhout,9255,115,309,,,424
23069,"Gemeentelijke Basisschool     Gemeenteschool ""De Puzzel""",Opwijksestraat 1_A  ,Lebbeke,9280,85,137,,,222
23077,Vrije Basisschool,Laurierstraat 26   ,Lebbeke,9280,124,132,,,256
23085,Vrije Basisschool,Lange Minnestraat 59   ,Lebbeke,9280,199,234,,,433
23093,Vrije Basisschool,Brusselsesteenweg 43   ,Lebbeke,9280,59,164,,,223
23119,Vrije Basisschool,Kloosterstraat 1    ,Lebbeke,9280,95,134,,,229
23127,Stedelijke Basisschool,Grote Baan 209  ,Aalst,9310,63,81,,,144
23135,Vrije Basisschool - Herdersem,Alfons De Cockstraat 10_A ,Aalst,9310,138,184,,,322
23151,Stedelijke Basisschool,Herbergstraat 28   ,Aalst,9310,74,90,,,164
23218,Gemeentelijke Kleuterschool - Ikke,Parklaan 11   ,Ninove,9400,219,,,,219
23226,Gemeentelijke Basisschool -   De Lettertuin,Seringenstraat 22   ,Ninove,9400,140,191,,,331
23242,Vrije Basisschool,Weggevoerdenstraat 55   ,Ninove,9400,213,388,,,601
23259,Vrije Basisschool,Burchtstraat 47   ,Ninove,9400,202,322,,,524
23267,Vrije Basisschool - Meerbeke,Nieuwstraat 2    ,Ninove,9402,189,267,,,456
23283,Vrije Basisschool,Plekkersstraat 4    ,Ninove,9404,117,141,,,258
23317,Vrije Basisschool - Sint      Martinusschool,Botermelkstraat 74   ,Erpe-Mere,9420,141,218,,,359
23333,Vrije Basisschool - Sint-Jozef,Kloosterstraat 29   ,Erpe-Mere,9420,197,353,,,550
23341,Vrije Basisschool - De Linde,Tolstraat 1    ,Aalst,9320,135,172,,,307
23358,Stedelijke Basisschool,Erembodegem-Dorp 21   ,Aalst,9320,119,180,,,299
23366,Vrije Basisschool,Termurenlaan 24   ,Aalst,9320,127,203,,,330
23374,Vrije Basisschool - De        Luchtballon,Geraardsbergsesteenweg 77   ,Aalst,9320,82,183,,,265
23382,GO! basisschool De Zilverberk Haaltert,Ninovestraat 27   ,Haaltert,9450,44,60,,,104
23416,Vrije Basisschool - De Bloesem,Beekstraat 17   ,Haaltert,9451,117,128,,,245
23424,Vrije Basisschool,Aaigemdorp 66   ,Erpe-Mere,9420,78,157,,,235
23457,Vrije Basisschool -           't Landuiterke,Landuitstraat 137  ,Denderleeuw,9470,130,141,,,271
23481,Vrije Basisschool,Kerkstraat 55   ,Denderleeuw,9473,85,125,,,210
23499,Gemeentelijke Basisschool,Welleplein 3    ,Denderleeuw,9473,202,273,,,475
23523,Gemeentelijke Lagere School - Windekind,Edingsesteenweg 344  ,Ninove,9400,,305,,,305
23556,Vrije Basisschool,Gasthuisstraat 100  ,Geraardsbergen,9500,61,145,,,206
23564,Vrije Basisschool,Boelarestraat 1    ,Geraardsbergen,9500,292,481,,,773
23614,Vrije Basisschool,Kerkstraat 25   ,Lierde,9570,95,167,,,262
23622,Vrije Basisschool,Poststraat 10_A ,Oosterzele,9860,77,103,,,180
23655,Gemeentelijke Basisschool,Molenveld 11   ,Erpe-Mere,9420,120,174,,,294
23663,Vrije Basisschool,Burstdorp 1    ,Erpe-Mere,9420,157,223,,,380
23671,Vrije Basisschool,Kerkstraat 12   ,Herzele,9550,138,209,,,347
23689,Gemeentelijke Basisschool,Tuinwijkstraat 2    ,Herzele,9550,212,297,,,509
23739,Vrije Basisschool - Sint      Katrien,Kloosterberg 25   ,Herzele,9550,75,88,,,163
23762,Gemeentelijke Kleuterschool - 't Kapoentje,Paepmunte 32   ,Lierde,9571,43,,,,43
23771,Vrije Basisschool,Nieuwstraat 23   ,Lierde,9570,138,150,,,288
23788,Vrije Basisschool,Kuregoed 4    ,Geraardsbergen,9500,65,121,,,186
23804,Vrije Kleuterschool -         Madeliefje,Dagmoedstraat 9_b  ,Geraardsbergen,9506,25,,,,25
23812,Vrije Basisschool - Sint      Lutgardis,Bovenkassei 12_A ,Geraardsbergen,9506,77,105,,,182
23846,Vrije Basisschool - Sint-     Antonius,Charles de Gaullestraat 10   ,Ronse,9600,97,155,,,252
23853,Vrije Basisschool - Glorieux,Sint-Pietersnieuwstraat 6    ,Ronse,9600,240,201,,,441
23861,Vrije Kleuterschool,Sint-Pietersnieuwstraat 4    ,Ronse,9600,316,,,,316
23895,Gemeentelijke Basisschool -   SBS Erwetegem,Smissenhoek 103  ,Zottegem,9620,158,220,,,378
23945,Vrije Basisschool,Grotstraat 1    ,Zottegem,9620,127,201,,,328
23952,Vrije Basisschool,Kruiswaterplein 10   ,Zottegem,9620,58,96,,,154
23961,Vrije Basisschool,Penitentenlaan 18   ,Zottegem,9620,135,183,,,318
23978,Vrije Basisschool,Decoenestraat 8    ,Zwalm,9630,106,169,,,275
23994,Vrije Basisschool,Hundelgemsebaan 96   ,Zwalm,9630,56,84,,,140
24001,Vrije Basisschool - De Groene Heuvel,Latemdreef 77   ,Zwalm,9630,70,126,,,196
24026,Vrije Basisschool - De Groene Poort,Lilarestraat 2    ,Zottegem,9620,53,88,,,141
24059,Vrije Basisschool - Lilare,Groenstraat 15_A ,Brakel,9660,153,271,,,424
24075,Vrije Kleuterschool,Schoolstraat 6    ,Brakel,9660,54,,,,54
24083,Gemeentelijke Basisschool -   Klavertje vier,Steenweg 93   ,Brakel,9661,84,170,,,254
24091,Vrije Kleuterschool,Matrouwstraat 12   ,Brakel,9661,22,,,,22
24109,Vrije Basisschool,Dorpsstraat 14   ,Horebeke,9667,57,77,,,134
24117,Vrije Basisschool,Glorieuxstraat 4    ,Maarkedal,9681,142,248,,,390
24133,Gemeentelijke Basisschool - DeKleine Reus,Holandstraat 22   ,Maarkedal,9681,82,88,,,170
24141,Gemeentelijke Basisschool -   De Start,Kloosterstraat 24   ,Kluisbergen,9690,144,154,,,298
24158,Vrije Basisschool,Grote Herreweg 104_A,Kluisbergen,9690,74,97,,,171
24166,Vrije Basisschool,Kloosterstraat 33   ,Kluisbergen,9690,112,139,,,251
24174,Vrije Basisschool,Smallendam 6    ,Oudenaarde,9700,81,113,,,194
24182,Vrije Basisschool - KBO-Sint- Jozef 1,Vlaanderenstraat 4_A  ,Oudenaarde,9700,65,121,,,186
24191,Vrije Basisschool,Vontstraat 53   ,Oudenaarde,9700,118,145,,,263
24208,Vrije Basisschool,Nestor De Tièrestraat 102_A,Oudenaarde,9700,68,126,,,194
24216,Vrije Basisschool,Achter de Wacht 23   ,Oudenaarde,9700,63,135,,,198
24224,Vrije Basisschool,Pelikaanstraat 2    ,Oudenaarde,9700,75,115,,,190
24232,Vrije Basisschool - KBO-Ename,Martijn van Torhoutstraat 190  ,Oudenaarde,9700,126,152,,,278
24241,Vrije Basisschool,Materplein 15   ,Oudenaarde,9700,106,146,,,252
24257,Vrije Basisschool,Kortrijkstraat 3_A  ,Oudenaarde,9700,69,121,,,190
24265,Vrije Basisschool,Hutsepotstraat 27   ,Gent,9052,152,208,,,360
24273,Vrije Basisschool,Baron de Gieylaan 25   ,De Pinte,9840,205,298,,,503
24281,Gemeentelijke Basisschool,Polderbos 1    ,De Pinte,9840,128,253,,,381
24299,Vrije Basisschool,Dorp 32   ,De Pinte,9840,71,113,,,184
24307,Gemeentelijke Basisschool,Drapstraat 78   ,Nazareth,9810,199,232,,,431
24315,Vrije Basisschool,Dorp 10   ,Nazareth,9810,145,278,,,423
24323,Vrije Basisschool,Steenweg 52   ,Nazareth,9810,78,113,,,191
24331,Vrije Basisschool,Kloosterstraat 2    ,Gavere,9890,63,117,,,180
24349,Gemeentelijke Basisschool -   De Vierklaver A,Veldstraat 14   ,Gavere,9890,97,144,,,241
24356,Vrije Basisschool,Bossemstraat 2    ,Gavere,9890,93,122,,,215
24364,Vrije Basisschool,Kwaadstraat 20   ,Zingem,9750,69,94,,,163
24372,Gemeentelijke Basisschool,Kerkplein 24   ,Zingem,9750,171,232,,,403
24381,Vrije Basisschool,Steenweg 41   ,Gavere,9890,95,119,,,214
24406,Vrije Kleuterschool,Lozerstraat 26   ,Kruishoutem,9770,49,,,,49
24414,Vrije Basisschool,Kloosterstraat 18_a ,Zingem,9750,61,173,,,234
24448,Gemeentelijke Basisschool -   Marolle,Passionistenstraat 1    ,Kruishoutem,9770,78,135,,,213
24455,Vrije Basisschool,Brugstraat 29   ,Kruishoutem,9770,139,208,,,347
24463,Vrije Kleuterschool,Nokerepontweg 5    ,Kruishoutem,9772,24,,,,24
24489,Gemeentelijke Basisschool,Waalstraat 116  ,Zulte,9870,102,157,,,259
24497,Vrije Basisschool,Lindestraat 16   ,Wortegem-Petegem,9790,48,97,,,145
24505,Vrije Basisschool,Gotstraat 1_A  ,Wortegem-Petegem,9790,70,89,,,159
24513,Gemeentelijke Basisschool - DeKouter,Lindestraat 30   ,Wortegem-Petegem,9790,70,96,,,166
24521,Vrije Basisschool,Kaaistraat 11   ,Deinze,9800,142,190,,,332
24539,Vrije Basisschool,Gaversesteenweg 126_B,Deinze,9800,183,208,,,391
24562,Vrije Basisschool,Oostkouterlaan 7    ,Deinze,9800,165,246,,,411
24571,Gemeentelijke Basisschool -   Klaverdries,Klaverdries 1    ,Gent,9031,102,138,,,240
24588,Vrije Basisschool,Baarledorpstraat 4    ,Gent,9031,66,106,,,172
24596,Vrije Basisschool,Oude-Abdijstraat 11   ,Gent,9031,230,161,,,391
24604,Gemeentelijke Basisschool -   Westerhem,Kerkdreef 9    ,Gent,9051,77,139,,,216
24612,Vrije Basisschool,Oudeheerweg 3    ,Gent,9051,82,116,,,198
24621,Vrije Basisschool,Latemstraat 30   ,Sint-Martens-Latem,9830,154,263,,,417
24638,Vrije Basisschool - Simonnet,Maenhoutstraat 68   ,Sint-Martens-Latem,9830,74,105,,,179
24646,Gemeentelijke Basisschool,Burgemeesterstraat 7    ,Sint-Martens-Latem,9830,157,242,,,399
24653,Vrije Basisschool,Merendreedorp 24   ,Nevele,9850,158,196,,,354
24661,Sint-Paulusschool,Hansbekedorp 35   ,Nevele,9850,69,103,,,172
24679,Gemeentelijke Basisschool,Cyriel Buyssestraat 17   ,Nevele,9850,106,309,,,415
24695,Vrije Basisschool,Hullaertstraat 2    ,Aalter,9880,110,190,,,300
24729,Vrije Basisschool,Heirweg 30   ,Zulte,9870,120,214,,,334
24737,Vrije Lagere School,Europalaan 2    ,Aalter,9880,,439,,,439
24745,Vrije Kleuterschool,Brouwerijstraat 28   ,Aalter,9880,258,,,,258
24752,Vrije Basisschool,Aalterstraat 6    ,Aalter,9880,157,208,,,365
24761,Vrije Basisschool - Sint-Me-  dardus,Hendelstraat 9_A  ,Knesselare,9910,98,138,,,236
24778,Vrije Basisschool - Sint-Fran-ciscus,Kloosterstraat 79   ,Knesselare,9910,139,213,,,352
24802,Vrije Basisschool,Abdijstraat 33   ,Eeklo,9900,142,172,,,314
